Analyte,Fold Change (Positive/Negative),p-value,Positive Median,Negative Median,log2 Fold Change,#NAME?,Statistical test
HybControlElution.2273.34,0.995859238,0.270100832,10.27301,10.27899626,-0.005986259,0.568474079,Linear Model
LY86.3623.84,0.958109469,0.270350421,11.88054411,11.9422817,-0.061737594,0.56807295,Linear Model
PTCHD3.13517.3,0.937247063,0.27062717,8.286485248,8.379983944,-0.093498696,0.567628605,Linear Model
LRRK2.10990.21,1.044523975,0.270665369,11.24594513,11.18309952,0.062845607,0.567567307,Linear Model
STK17B.5249.31,0.883707087,0.270772883,8.860572483,9.038932323,-0.17835984,0.567394832,Linear Model
PPP3CA.PPP3R1.4903.72,0.884507411,0.270955095,14.04998787,14.22704174,-0.177053864,0.567102678,Linear Model
CCL24.4128.27,1.037683138,0.27132456,9.089958107,9.03659213,0.053365976,0.566510893,Linear Model
DENR.19287.59,0.908313816,0.271372464,10.20316873,10.341906,-0.138737271,0.566434223,Linear Model
MTHFD2.18321.38,1.206046368,0.271516943,9.17613266,8.905847285,0.270285375,0.566203064,Linear Model
TBX3.13978.122,1.046352408,0.271700062,7.769914392,7.704545563,0.065368828,0.565910263,Linear Model
YWHAZ.5858.6,0.903929288,0.271942902,15.95041275,16.09613093,-0.145718176,0.565522273,Linear Model
MAP3K3.12990.39,0.826452843,0.27228939,8.658423821,8.933419413,-0.274995592,0.564969281,Linear Model
ENTPD3.4436.1,1.057705013,0.272449443,11.6443335,11.56339617,0.080937325,0.564714075,Linear Model
CD163.5028.59,1.113250135,0.272561815,11.75270767,11.59792988,0.154777787,0.564534988,Linear Model
CAV3.8690.25,0.972857155,0.272705711,8.583236117,8.622936223,-0.039700106,0.564305767,Linear Model
SLC26A11.13502.2,0.928208796,0.273250114,10.31039134,10.41787007,-0.107478726,0.563439648,Linear Model
LGALS4.2982.82,1.05085271,0.273723078,9.260133927,9.188573456,0.071560471,0.562688585,Linear Model
SPAG11A.5726.49,0.957299777,0.273825663,8.852576957,8.915534279,-0.062957322,0.562525852,Linear Model
SULT1E1.16932.5,1.036202057,0.273996748,9.769784192,9.718478839,0.051305352,0.562254591,Linear Model
FOXJ2.14204.55,0.89709576,0.274420016,8.257148585,8.413814687,-0.156666102,0.561584215,Linear Model
RNASE2.8394.56,1.037813513,0.274590931,10.0536937,10.00014647,0.053547226,0.56131381,Linear Model
SLC5A8.13691.10,0.93204008,0.275000191,11.31834377,11.41987987,-0.1015361,0.560667004,Linear Model
RPL30.12478.15,0.872728403,0.275531581,13.61172585,13.8081212,-0.196395344,0.559828615,Linear Model
KIF1C.9899.28,1.045747467,0.275846643,9.354210978,9.289676474,0.064534504,0.559332296,Linear Model
ANXA5.14158.17,0.946158798,0.276582092,9.062150332,9.141996089,-0.079845757,0.558175943,Linear Model
CA5A.8791.151,1.031252337,0.276691346,9.416036828,9.371639439,0.044397389,0.558004425,Linear Model
MDM4.13229.20,0.954778049,0.277030263,9.646620464,9.71338316,-0.066762696,0.557472786,Linear Model
ITIH5.8233.2,0.91119551,0.277495798,11.00338592,11.13755338,-0.134167456,0.556743588,Linear Model
SCGB1D2.6508.68,0.931855346,0.278272188,10.17048895,10.27231103,-0.101822076,0.555530198,Linear Model
PDCD6.19488.1,0.940970562,0.278835398,10.97490765,11.06268616,-0.087778506,0.554652093,Linear Model
GRPEL1.7113.1,1.166180195,0.279654727,11.04812918,10.82633845,0.221790727,0.553377836,Linear Model
TMEM38B.9509.4,0.907197271,0.279738814,9.383788758,9.524300553,-0.140511795,0.553247271,Linear Model
TIMM50.7743.5,0.936838517,0.280394413,7.978218717,8.072346419,-0.094127703,0.552230645,Linear Model
GRAP2.5265.12,1.071829897,0.280530146,7.742670338,7.642594375,0.100075964,0.552020462,Linear Model
ADAM10.8654.13,1.021991798,0.28057697,9.479059942,9.447676323,0.031383618,0.551947979,Linear Model
APP.3171.57,1.145433704,0.281560717,14.58357975,14.38768579,0.195893961,0.550427938,Linear Model
STIM1.9271.101,0.941887744,0.282554508,10.35839733,10.44477029,-0.086372967,0.54889776,Linear Model
UGT1A6.7891.45,0.91239244,0.282774643,9.670136006,9.802409607,-0.132273601,0.548559537,Linear Model
SEMA6C.7202.107,1.052600859,0.282784478,8.646881621,8.572923143,0.073958478,0.548544433,Linear Model
UBE2M.19111.10,0.944770798,0.283199209,10.47510576,10.55706949,-0.081963722,0.547907964,Linear Model
HK1.13131.5,0.947429099,0.283668018,11.2135184,11.29142851,-0.077910111,0.547189626,Linear Model
IL10RB.2631.50,0.970205722,0.283760651,10.51983858,10.56347599,-0.043637406,0.547047828,Linear Model
AGRP.2813.11,0.912010809,0.284153391,9.870035012,10.00291218,-0.132877172,0.546447157,Linear Model
STIM1.8916.32,0.885476782,0.284766857,12.96429911,13.13977272,-0.175473617,0.545510558,Linear Model
SYT2.9577.26,0.968555503,0.285257762,9.404324105,9.450417476,-0.046093371,0.54476253,Linear Model
JUN.10356.21,0.95860539,0.285281718,10.42227866,10.4832697,-0.060991043,0.544726059,Linear Model
ARL15.18411.83,1.101973502,0.285750851,10.10108344,9.960993908,0.140089534,0.544012468,Linear Model
PACSIN1.12676.1,0.895883502,0.286038874,11.17986005,11.33847701,-0.158616955,0.54357494,Linear Model
MAN2B2.9251.28,0.918120815,0.286086221,11.14430575,11.26754983,-0.123244085,0.543503059,Linear Model
ITGAV.ITGB5.4917.62,1.082214576,0.286340107,9.538306986,9.424320408,0.113986578,0.543117818,Linear Model
CA7.3356.50,0.968915503,0.286552859,7.504751908,7.550309146,-0.045557238,0.542795255,Linear Model
CD37.18202.22,0.974398878,0.286596368,10.08889432,10.12630994,-0.037415623,0.542729318,Linear Model
IRAK4.18162.167,0.905516088,0.287220427,8.887804737,9.030992559,-0.143187822,0.541784677,Linear Model
MMGT1.7225.51,0.972031792,0.287577535,8.577013255,8.617937849,-0.040924594,0.541245044,Linear Model
SBDS.3866.7,0.889580223,0.287769055,12.0456758,12.21447918,-0.168803381,0.54095591,Linear Model
MPPED2.19153.53,1.026176178,0.288037078,9.644681444,9.607403004,0.03727844,0.540551603,Linear Model
EFHA1.6226.69,0.858791761,0.28817615,10.77463897,10.99425872,-0.219619744,0.540341965,Linear Model
IFI16.12893.159,1.131711542,0.288268596,12.14124342,11.96273714,0.178506282,0.540202667,Linear Model
DNAJA2.11582.63,0.929508809,0.288341898,9.488677291,9.594136847,-0.105459556,0.540092248,Linear Model
PPCDC.13996.16,1.039098162,0.289062015,9.675699957,9.620368006,0.05533195,0.539008974,Linear Model
BTD.15644.1,0.940103828,0.289817823,12.02593269,12.11504068,-0.089107993,0.53787491,Linear Model
SNPH.17343.6,1.064325531,0.289860151,8.672908441,8.582968965,0.089939477,0.537811485,Linear Model
ARHGEF7.13932.45,0.952671561,0.290464659,10.7675453,10.83749448,-0.069949173,0.536906701,Linear Model
NAGK.3894.15,1.116381794,0.291001984,10.67540942,10.51657892,0.158830502,0.53610405,Linear Model
DHX9.10527.22,0.959128564,0.291144817,7.981958119,8.042162002,-0.060203884,0.535890936,Linear Model
ARHGAP5.14748.31,0.877368829,0.291165529,10.0840229,10.27276754,-0.188744644,0.535860042,Linear Model
MYOM2.13534.20,0.826906766,0.291177674,9.47626681,9.75047023,-0.27420342,0.535841928,Linear Model
THOC1.9875.107,1.04219349,0.291209281,9.96343627,9.903813122,0.059623148,0.535794789,Linear Model
ZFAND5.18317.111,1.047651619,0.291464135,8.883061574,8.815902524,0.06715905,0.535414879,Linear Model
STATH.17172.19,0.835106391,0.291501726,11.43930901,11.6992771,-0.259968089,0.53535887,Linear Model
RRBP1.9913.4,1.093528224,0.291576822,10.22544777,10.09645732,0.128990457,0.535247002,Linear Model
ZNF415.12811.55,1.032402905,0.2917482,8.939964151,8.893958045,0.046006106,0.534991815,Linear Model
LRRC3.6917.49,0.951029846,0.291807706,8.458433458,8.530870935,-0.072437477,0.534903243,Linear Model
NOV.2737.22,0.96533558,0.293268055,10.272343,10.32324054,-0.050897541,0.532735242,Linear Model
KIR2DL1.17200.50,0.961619733,0.293356867,10.67655233,10.73301392,-0.056461594,0.532603741,Linear Model
MTHFSD.19129.15,0.918043741,0.293570349,11.27328465,11.39664985,-0.123365201,0.532287811,Linear Model
PLA2G2D.16298.84,0.959556148,0.293617256,7.096051738,7.155612605,-0.059560867,0.532218425,Linear Model
BRF1.19596.18,0.935004086,0.29364197,9.216934891,9.313890316,-0.096955425,0.532181872,Linear Model
LAT2.5613.75,0.978552646,0.294213978,7.374388804,7.405667429,-0.031278625,0.531336698,Linear Model
SERPINB4.15444.45,0.938229529,0.294272997,9.902161611,9.994148799,-0.091987188,0.531249588,Linear Model
ADCK4.9794.17,0.961478814,0.294370361,7.243172165,7.299845191,-0.056673026,0.53110592,Linear Model
MYC.10362.35,1.055510341,0.294590055,8.697647676,8.619706964,0.077940713,0.530781918,Linear Model
RMDN3.9290.8,1.034553808,0.294695687,8.520384442,8.471375758,0.049008683,0.53062622,Linear Model
NLRP1.11661.11,0.959206817,0.294805424,8.374990199,8.435076381,-0.060086182,0.53046453,Linear Model
ATP5B.4965.27,0.92444913,0.294918999,10.97497593,11.08831009,-0.11333416,0.530297249,Linear Model
HybControlElution.2229.54,0.99623805,0.295324881,12.1512668,12.15670438,-0.005437581,0.529699963,Linear Model
UGDH.17755.5,0.866583326,0.296126802,12.91644324,13.12303285,-0.206589617,0.528522284,Linear Model
SYT7.7121.2,1.018013002,0.296221286,8.217160438,8.19140445,0.025755987,0.528383737,Linear Model
COL10A1.15653.9,0.917026552,0.296346449,9.356885087,9.481849674,-0.124964587,0.528200273,Linear Model
IL26.16760.2,1.098457168,0.296525978,12.86592258,12.73044397,0.135478616,0.527937254,Linear Model
FN1.3435.53,0.970287524,0.297108211,10.59220351,10.63571928,-0.043515773,0.527085345,Linear Model
PRLR.5114.65,1.029787303,0.297307739,10.71199036,10.66964397,0.042346387,0.526793786,Linear Model
CST3.2609.59,0.91413792,0.297355194,10.84840671,10.97792296,-0.129516248,0.526724471,Linear Model
CHI3L1.11104.13,0.795347105,0.29760113,12.67036823,13.00071171,-0.330343477,0.526365424,Linear Model
MRVI1.8255.34,0.858300123,0.29795241,11.80315008,12.02359597,-0.22044589,0.525853097,Linear Model
ATP5J2.11539.4,1.043957653,0.297992104,10.93150074,10.86943755,0.062063191,0.525795244,Linear Model
NRCAM.5109.24,0.937110503,0.298351726,8.579809236,8.673518152,-0.093708916,0.525271445,Linear Model
VAV3.9830.109,0.919123149,0.29841132,10.11417602,10.23584594,-0.12166992,0.525184707,Linear Model
LYPD1.9327.3,0.980502881,0.29915919,8.753777076,8.782183301,-0.028406226,0.524097651,Linear Model
SSU72.13566.2,0.915755729,0.299175995,8.648105368,8.775070642,-0.126965274,0.524073256,Linear Model
G3BP1.19266.35,0.911897843,0.299329211,14.59776184,14.73081772,-0.133055881,0.523850898,Linear Model
GPX5.9475.22,0.917207758,0.299519198,7.610699676,7.735379213,-0.124679537,0.523575336,Linear Model
TNFRSF12A.5138.50,0.947306404,0.300754812,8.493122818,8.571219775,-0.078096957,0.521787415,Linear Model
IGSF11.10700.10,1.210813352,0.301051634,9.450240744,9.174264254,0.27597649,0.521359011,Linear Model
FCRL5.6103.70,0.954024974,0.30149711,9.384494679,9.452395741,-0.067901062,0.520716846,Linear Model
PCDHGA12.6938.21,0.943438518,0.302378418,9.60723756,9.691237151,-0.083999591,0.519449209,Linear Model
YBX1.9751.72,0.870376502,0.302454286,11.53348574,11.73377423,-0.200288486,0.519340257,Linear Model
ERH.11614.29,0.898527469,0.302581038,12.44965633,12.60402181,-0.154365486,0.519158291,Linear Model
DEFB121.5765.53,1.097756191,0.30273657,9.038477932,8.903920261,0.13455767,0.518935114,Linear Model
POLR3F.11444.49,1.038037621,0.30288787,8.550542512,8.496683781,0.053858731,0.518718119,Linear Model
TKT.4306.4,0.896609118,0.303139142,15.04088098,15.19832991,-0.157448924,0.518357983,Linear Model
AGO3.15323.112,0.902175779,0.303815531,11.02365359,11.17217313,-0.148519541,0.517390028,Linear Model
GP1BA.4990.87,0.943406661,0.303922261,10.27950855,10.36355686,-0.084048308,0.517237488,Linear Model
ACADM.17333.20,0.860060602,0.304022443,8.457483777,8.674973554,-0.217489776,0.517094356,Linear Model
OPALIN.7736.28,1.027267462,0.304784004,9.582102858,9.543291004,0.038811854,0.51600783,Linear Model
GLTP.12513.8,1.035419831,0.305830023,9.984928417,9.934712562,0.050215855,0.514519882,Linear Model
PARVA.13434.172,0.919981787,0.306136245,10.5715123,10.6918351,-0.120322795,0.514085249,Linear Model
UFD1L.17411.55,0.873135162,0.307401791,11.73981721,11.9355403,-0.195723094,0.512293606,Linear Model
SORCS3.15637.38,0.974147732,0.307625629,8.323821729,8.361609246,-0.037787517,0.511977486,Linear Model
BIN1.9574.11,0.937707457,0.30763479,9.639704066,9.732494255,-0.092790189,0.511964552,Linear Model
MFAP1.5606.24,1.034813336,0.307652485,7.896690965,7.847320413,0.049370552,0.511939573,Linear Model
CMPK1.18243.9,0.92337817,0.308127107,10.38367126,10.49867773,-0.115006469,0.511270094,Linear Model
SERPINA10.13119.26,1.084073703,0.308176517,13.30919617,13.19273332,0.116462845,0.511200457,Linear Model
HEPACAM.8810.26,0.96591372,0.308232547,5.963667093,6.013700862,-0.050033769,0.511121505,Linear Model
FN1.3434.34,0.952798483,0.308758589,10.20747042,10.2772274,-0.069756979,0.510380953,Linear Model
VSIG2.8018.43,0.904942461,0.309627265,11.69376135,11.83786338,-0.14410203,0.509160803,Linear Model
PILRA.6402.8,1.577310875,0.309973142,12.6406034,11.98313637,0.657467032,0.508675935,Linear Model
MFAP2.10569.28,0.946066535,0.310796981,9.651181681,9.731168128,-0.079986447,0.507523209,Linear Model
PAF.19158.1,1.093975686,0.311068196,12.157314,12.02773333,0.129580674,0.50714439,Linear Model
GZMM.5704.74,1.037218378,0.311174218,8.78187762,8.729157946,0.052719674,0.506996394,Linear Model
PPP1CC.19295.32,0.879023491,0.311277507,14.31749442,14.5035208,-0.186026375,0.506852261,Linear Model
CRLF2.13694.24,1.042971318,0.311373509,8.014887956,7.954188472,0.060699484,0.506718339,Linear Model
CENPV.8817.29,0.959670503,0.312097484,7.982884469,8.042273414,-0.059388944,0.505709732,Linear Model
RRAS2.12361.102,1.032722606,0.312103977,9.203895164,9.157442373,0.046452792,0.505700697,Linear Model
SH3GL2.12499.108,0.873277058,0.312458022,13.9663187,14.16180736,-0.195488655,0.505208321,Linear Model
GGH.9370.69,1.07746359,0.312571485,11.96371589,11.85607677,0.107639118,0.505050644,Linear Model
RAB3B.16847.39,0.946071478,0.312829406,8.964595526,9.044574434,-0.079978908,0.50469243,Linear Model
CTNNB1.9842.2,0.899467765,0.312887825,9.611152246,9.764008763,-0.152856516,0.504611336,Linear Model
TIAL1.19131.184,0.909283417,0.313523129,10.34611231,10.48331037,-0.137198053,0.503730415,Linear Model
FLNA.11171.25,0.909858888,0.313688778,9.709306257,9.845591539,-0.136285282,0.503501017,Linear Model
CCPG1.8889.5,0.953050538,0.314464368,10.15086964,10.22024502,-0.069375376,0.502428558,Linear Model
GABBR2.13948.50,0.925497919,0.314635948,9.471254529,9.582952878,-0.111698349,0.502191659,Linear Model
SERPINA12.6551.94,0.951804639,0.314776564,11.04040926,11.11167187,-0.071262609,0.501997609,Linear Model
SHANK3.13242.134,1.102273001,0.314780949,9.795161257,9.654679675,0.140481582,0.50199156,Linear Model
NCALD.17816.58,0.953524439,0.315817167,10.90218536,10.97084354,-0.068658179,0.500564266,Linear Model
ACADSB.17403.14,0.912438377,0.315828796,9.835373125,9.967574092,-0.132200967,0.500548275,Linear Model
VCL.8750.46,0.94339791,0.315921905,8.919645926,9.003707616,-0.08406169,0.500420261,Linear Model
TMEM167B.13421.17,0.981610004,0.316158044,8.322644259,8.349422402,-0.026778143,0.500095764,Linear Model
UTS2R.13530.5,1.032026711,0.316469344,9.059213025,9.013732713,0.045480312,0.499668353,Linear Model
FN1.4131.72,0.918249777,0.316487807,12.15049444,12.2735359,-0.123041454,0.499643017,Linear Model
GALNT1.7090.17,1.039569746,0.31649042,9.916507514,9.860520961,0.055986553,0.499639431,Linear Model
YIPF6.9984.12,1.01736662,0.316553114,9.299611734,9.274772069,0.024839665,0.49955341,Linear Model
IFIT2.9853.3,1.053040798,0.316563021,10.73225151,10.65769018,0.074561332,0.499539818,Linear Model
MRC1.2637.77,1.085406242,0.316565469,12.64654643,12.52831131,0.11823511,0.49953646,Linear Model
CABLES2.7105.7,1.047487771,0.316645652,9.010735968,8.943802567,0.066933401,0.499426471,Linear Model
PTX3.6447.73,1.033052587,0.316657231,9.290859768,9.243946072,0.046913696,0.49941059,Linear Model
MUCL1.10975.59,0.941782924,0.317400783,8.919948141,9.006481672,-0.086533531,0.498392007,Linear Model
ICAM4.6550.4,1.111922009,0.318437903,10.22776724,10.07471164,0.153055601,0.496975244,Linear Model
ALDOB.18185.118,1.214609953,0.318580884,12.69956636,12.41907326,0.280493096,0.496780287,Linear Model
GPR142.12766.33,0.960954257,0.318681491,7.475620576,7.533080913,-0.057460337,0.49664316,Linear Model
TRIP10.17676.13,0.865752758,0.318811321,13.34127766,13.54925068,-0.207973017,0.496466266,Linear Model
CAMK2D.3419.49,0.900368102,0.319239261,12.36568885,12.517102,-0.151413149,0.495883703,Linear Model
SPATA31D4.9524.46,0.97785583,0.31944657,8.66327516,8.695581478,-0.032306318,0.495601771,Linear Model
CBX7.13027.20,1.040585627,0.320196541,9.112475208,9.055079523,0.057395685,0.494583364,Linear Model
GPCPD1.12786.61,0.935379152,0.320439688,9.136784097,9.233160918,-0.096376822,0.4942537,Linear Model
TNKS.9907.216,1.0410378,0.320529691,9.118105318,9.060082865,0.058022454,0.494131735,Linear Model
CYGB.11546.7,0.965256729,0.320551956,8.700413038,8.751428428,-0.051015389,0.494101569,Linear Model
LILRB4.6453.70,1.070720626,0.320614104,9.087729787,8.989147687,0.0985821,0.494017376,Linear Model
PSMA1.3859.50,1.054381403,0.321716335,9.518040716,9.441643886,0.07639683,0.492526887,Linear Model
SCARA3.11292.13,0.969740811,0.321770157,9.627250097,9.671578992,-0.044328895,0.492454237,Linear Model
RPL12.19183.164,0.906265846,0.321914838,14.27619929,14.41819307,-0.14199378,0.492259005,Linear Model
POLH.10022.207,0.943563274,0.322419025,7.546561927,7.630370756,-0.083808828,0.491579339,Linear Model
MAD2L1.15313.28,1.03301185,0.322644474,10.20743163,10.16057483,0.046856803,0.491275769,Linear Model
C1orf162.6896.3,0.826801025,0.322681391,11.5253736,11.79976152,-0.274387917,0.491226079,Linear Model
NFASC.7179.69,0.95486453,0.3229198,9.66059658,9.727228608,-0.066632028,0.490905325,Linear Model
TMPRSS11B.10895.28,0.965066453,0.323308229,9.61607172,9.667371528,-0.051299808,0.490383241,Linear Model
HS3ST4.8998.15,1.034049323,0.323528936,8.204155846,8.155850844,0.048305002,0.49008687,Linear Model
TACSTD2.2619.72,0.956428936,0.323838299,8.249596566,8.313866882,-0.064270316,0.48967179,Linear Model
HAVCR1.9021.1,0.847913635,0.324064056,9.660241519,9.89825229,-0.23801077,0.489369137,Linear Model
AGT.3484.60,1.070051805,0.324763,13.5555137,13.45783306,0.097680645,0.488433455,Linear Model
MAGOHB.16875.13,0.923916233,0.324867488,9.851000714,9.965166753,-0.114166039,0.48829375,Linear Model
OLFML1.8815.1,1.020526611,0.325471834,8.933181498,8.903867696,0.029313803,0.487486589,Linear Model
PARP1.10534.40,0.948457194,0.325473584,8.065077765,8.141423197,-0.076345432,0.487484253,Linear Model
BLVRB.17148.7,0.900543483,0.325607855,16.54823431,16.69936647,-0.151132157,0.487305127,Linear Model
MZF1.14662.6,0.921742459,0.326348146,10.93077642,11.04834081,-0.117564387,0.48631885,Linear Model
CKMT2.18197.97,0.967581921,0.326457202,9.39047646,9.438020741,-0.047544281,0.486173746,Linear Model
FSHB.8036.75,0.972751123,0.326513249,6.889931461,6.929788815,-0.039857355,0.486099192,Linear Model
KCNAB2.10015.119,1.040491444,0.32659483,9.226963054,9.169697952,0.057265102,0.485990694,Linear Model
RELL1.13399.33,1.037612065,0.326809747,8.213760586,8.160493427,0.05326716,0.485704999,Linear Model
UROD.19289.29,1.10792509,0.327048962,12.03736924,11.8895089,0.147860341,0.485387225,Linear Model
APOF.12370.30,0.868743625,0.327164466,12.7055191,12.90851671,-0.202997609,0.485233872,Linear Model
SEC61G.8872.1,1.025014233,0.327636585,8.228853724,8.19320978,0.035643943,0.48460761,Linear Model
RND1.13574.50,1.027544463,0.328403039,8.871054373,8.831853552,0.039200822,0.483592833,Linear Model
IFNA14.7180.114,0.982886008,0.328550256,8.942578294,8.967482281,-0.024903987,0.48339819,Linear Model
KIAA1467.9981.18,0.953167287,0.328806641,9.072952932,9.142151588,-0.069198656,0.48305942,Linear Model
TNNI2.5440.26,0.838299878,0.329498465,11.21586918,11.47033085,-0.254461675,0.482146604,Linear Model
CD38.11513.92,1.022375749,0.329592911,8.865840286,8.833914764,0.031925521,0.482022137,Linear Model
RBKS.19467.3,1.032529198,0.330566455,10.63968392,10.59350134,0.04618258,0.48074122,Linear Model
IDI2.17832.12,0.928831792,0.33065683,8.538102171,8.644612912,-0.106510741,0.480622502,Linear Model
CD2.7100.31,0.787665177,0.331388596,10.78485359,11.12919919,-0.344345599,0.47966244,Linear Model
PKD2.13486.9,1.065825378,0.331760887,9.642399798,9.550428708,0.091971091,0.479174817,Linear Model
CCNA1.15319.226,1.052658214,0.331765441,9.032989566,8.95895248,0.074037086,0.479168855,Linear Model
FGFR4.4988.49,1.067393075,0.332187965,9.911087395,9.816995839,0.094091556,0.478616106,Linear Model
CAMK2A.3350.53,0.922889582,0.332403735,9.67831069,9.794080736,-0.115770047,0.478334106,Linear Model
HADH.17739.1,0.859582607,0.332461467,12.85253836,13.07083016,-0.218291804,0.478258684,Linear Model
IL27RA.5132.71,0.92239584,0.333159964,13.08579288,13.20233496,-0.116542088,0.477347193,Linear Model
FAM171B.8061.102,0.951786295,0.333216801,7.518653176,7.58994359,-0.071290414,0.477273109,Linear Model
SLC4A8.12798.46,1.025282882,0.333653221,8.314935226,8.278913213,0.036022013,0.476704679,Linear Model
MYNN.12455.48,0.98378615,0.334009087,8.998497924,9.022081275,-0.023583351,0.476241717,Linear Model
CXCL9.9188.119,1.078338644,0.334447295,8.798941946,8.69013163,0.108810316,0.475672312,Linear Model
SSB.13625.19,0.963644653,0.334987379,8.833991518,8.887418366,-0.053426849,0.474971556,Linear Model
BAGE3.6442.6,0.923702229,0.335145509,11.58686846,11.7013687,-0.114500245,0.474766596,Linear Model
MTX2.8839.4,1.02640745,0.335177715,8.891206916,8.85360337,0.037603546,0.474724864,Linear Model
CANX.8834.58,1.019521056,0.335932727,7.805678058,7.777786486,0.027891572,0.473747685,Linear Model
ACTN2.9844.138,0.79696527,0.336183723,8.319213944,8.646625183,-0.327411239,0.473423318,Linear Model
KIAA0040.14603.51,0.941528009,0.336205448,11.5413893,11.62831338,-0.086924081,0.473395253,Linear Model
GJD2.11678.105,0.969300936,0.336537117,8.574322489,8.61930594,-0.04498345,0.47296703,Linear Model
DEFB110.8340.9,1.020763755,0.3366912,8.455112274,8.425463266,0.029649008,0.472768235,Linear Model
IL19.3035.80,0.935961979,0.336950978,12.83155243,12.9270306,-0.095478169,0.472433278,Linear Model
UBXN2B.18435.40,0.881599467,0.337360534,8.523245463,8.705050206,-0.181804744,0.471905725,Linear Model
SWAP70.13552.7,0.927524161,0.337690028,10.82662627,10.9351695,-0.108543231,0.471481764,Linear Model
PSD.13055.53,0.915605851,0.337793992,9.593845684,9.721047097,-0.127201413,0.471348079,Linear Model
MIOX.13498.1,0.946810514,0.338006135,9.583520195,9.662372563,-0.078852368,0.471075416,Linear Model
C1QTNF9.16605.2,1.025003777,0.338030669,8.922771835,8.887142609,0.035629226,0.471043895,Linear Model
C4A.C4B.4481.34,1.052550732,0.338069229,16.70624727,16.6323575,0.073889772,0.470994356,Linear Model
IL31.10455.196,1.040983964,0.338464974,8.549467035,8.491519191,0.057947844,0.470486268,Linear Model
ENTHD2.7947.19,1.02366031,0.338773855,8.748734348,8.714997295,0.033737052,0.470090114,Linear Model
CEACAM20.10453.7,1.061536841,0.338879845,6.800434179,6.714279738,0.086154441,0.46995426,Linear Model
HCK.3374.49,0.9727126,0.339047773,7.207559745,7.247474234,-0.039914489,0.469739104,Linear Model
ID2.15403.53,1.067142063,0.339113574,9.255746185,9.161993938,0.093752248,0.469654826,Linear Model
EXOSC8.18909.11,1.054126329,0.339214559,9.24478552,9.168737746,0.076047774,0.469525516,Linear Model
POLR2J.19199.3,0.965487134,0.339231994,8.870126213,8.920797274,-0.050671061,0.469503194,Linear Model
EMC1.11989.35,0.977785642,0.34034592,9.339523509,9.371933383,-0.032409874,0.468079451,Linear Model
C17orf67.9070.1,1.038559045,0.341469704,8.31802628,8.26344304,0.05458324,0.466647821,Linear Model
DEFB112.5689.1,1.242892528,0.341608705,9.751643094,9.43794154,0.313701553,0.466471071,Linear Model
PLG.3710.49,1.064162178,0.341710864,14.46246246,14.37274443,0.089718035,0.466341214,Linear Model
PGAM1.3896.5,1.330103277,0.341735374,13.60244822,13.19090995,0.411538269,0.466310063,Linear Model
CCDC134.15300.66,0.918738237,0.341750223,11.16148859,11.28376282,-0.122274222,0.466291194,Linear Model
MAGI2.14066.49,0.943726944,0.342134854,8.299708405,8.383267006,-0.083558601,0.465802681,Linear Model
SLITRK6.16916.19,0.955767124,0.342915992,8.750291839,8.815560791,-0.065268952,0.464812261,Linear Model
ALDOC.9876.20,0.894835708,0.343013446,12.55171796,12.71202323,-0.160305267,0.464688855,Linear Model
FUT2.9121.28,0.984853074,0.343054767,8.28380334,8.305822925,-0.022019584,0.464636542,Linear Model
GDF5.2752.62,1.044211732,0.343211856,9.07971807,9.017303796,0.062414274,0.464437718,Linear Model
ALOX15B.12422.143,1.130873555,0.343317296,8.639158728,8.4617211,0.177437628,0.464304317,Linear Model
KAL1.6603.18,0.957296647,0.343442948,10.46418216,10.5271442,-0.062962039,0.464145396,Linear Model
NAP1L2.13529.39,1.061512133,0.343450901,10.16339531,10.07727445,0.086120861,0.46413534,Linear Model
RAB3D.19379.154,0.873862747,0.34378942,10.40327467,10.59779607,-0.194521395,0.463707492,Linear Model
CRISPLD2.5691.2,0.839536941,0.344243336,9.772996532,10.02533082,-0.252334288,0.463134458,Linear Model
CSTL1.6368.9,0.885582432,0.345110743,12.03594841,12.21124991,-0.175301492,0.462041522,Linear Model
GLRX5.16597.11,1.038442306,0.345191112,8.028190294,7.973769229,0.054421065,0.461940395,Linear Model
CLEC4A.8853.2,0.972851749,0.345531931,9.247038845,9.286746967,-0.039708123,0.461511812,Linear Model
SPR.9287.6,0.979958471,0.347196161,8.85195253,8.881160014,-0.029207484,0.459425086,Linear Model
HCAR2.13495.48,1.05895431,0.347220736,11.23170795,11.1490676,0.082640343,0.459394347,Linear Model
C3orf18.6994.19,0.96497099,0.347354925,11.49830204,11.54974456,-0.051442524,0.459226539,Linear Model
MAPKAPK2.3820.68,0.881193046,0.347359965,11.68563406,11.86810405,-0.182469985,0.459220238,Linear Model
A1BG.16561.9,0.961117843,0.347641739,11.27208461,11.32929937,-0.057214764,0.458868086,Linear Model
EDN3.15383.200,0.953298245,0.347969122,9.576565841,9.645566296,-0.069000454,0.458459292,Linear Model
GRAP.12820.1,0.947139229,0.348007748,10.64100363,10.71935521,-0.078351579,0.458411087,Linear Model
TMED2.10761.5,0.976294886,0.348341393,9.218842496,9.253453616,-0.034611121,0.457994916,Linear Model
IL4R.3055.54,0.968054983,0.348518443,7.502600729,7.549439833,-0.046839104,0.457774235,Linear Model
GGT2.6334.9,1.090107858,0.348736413,10.44809386,10.32362298,0.124470886,0.457502704,Linear Model
